Breed,Color,DogName,OwnerZip,Gender,Intact,Age,Weight,AverageWeight,Category
GER SHEPHERD,BLACK/TAN,DALLAS,15223,Male,True,141,92,81.36481303930968,Large
FRENCH BULLDOG,BLACK/TAN,WEDNESDAY,15234,Female,True,159,17,20.437100213219615,Medium
FRENCH BULLDOG,BLACK/TAN,LYDIA,15234,Female,True,122,18,20.437100213219615,Medium
YORKSHIRE TERRIER,BLACK/BROWN,LUCY,15227,Female,True,46,6,6.085308056872038,Small
GER SHEPHERD,BLACK/BROWN,SPIKE,15227,Male,True,33,89,81.36481303930968,Large
LABRADOR RETRIEVER,YELLOW,SAGE LEE,15047,Female,True,86,55,71.38216365307999,Large
GOLDENDOODLE,RED,MAISIE,15044,Female,True,88,53,71.67073954983923,Large
GER SHEPHERD,BLACK/TAN,BELLA,15223,Female,True,124,90,81.36481303930968,Large
GOLDENDOODLE,BLACK,CHICO,15215,Male,True,75,64,71.67073954983923,Large
GOLDEN RETRIEVER,GOLD,BOOMER BENSON,15146,Male,True,129,62,64.81926121372031,Large
GOLDEN RETRIEVER,GOLD,GLENN,15090,Male,True,18,60,64.81926121372031,Large
GREAT PYRENEES,WHITE/TAN,TRAVELER,15014,Male,True,120,109,103.94090909090909,Giant
AUS CATTLE DOG,WHITE/BLACK,HARLOW,15018,Female,True,127,40,42.33974358974359,Medium
ENG BULLDOG,TRI-COLOR,BREGO,15102,Male,True,103,48,42.68345323741007,Medium
AM PIT BULL TERRIER,WHITE/BROWN,CLEMENTINE,15065,Female,True,125,54,62.09428223844282,Large
SHIH TZU,TAN,MARLEY,15218,Male,False,21,12,12.004834810636583,Small
LABRADOR RETRIEVER,YELLOW,SAM,15106,Male,False,76,61,71.38216365307999,Large
GREAT PYRENEES,TAN,OWEN,15227,Male,False,66,116,103.94090909090909,Giant
DOBERMAN PINSCHER,BLACK,ZOE,15237,Female,False,56,84,87.36585365853658,Large
GER SHEPHERD,BLACK/TAN,GRETA,15136,Female,False,124,84,81.36481303930968,Large
YORKSHIRE TERRIER,BLACK/TAN,KIWI,15071,Female,True,31,5,6.085308056872038,Small
AM PIT BULL TERRIER,WHITE/TAN,BELLE,15241,Female,True,113,68,62.09428223844282,Large
AM PIT BULL TERRIER,BRINDLE,LOLA,15241,Female,True,85,62,62.09428223844282,Large
CAV KING CHAR SPANI,WHITE/BROWN,RIVER,15090,Female,True,68,12,14.696850393700787,Small
CAV KING CHAR SPANI,WHITE/BROWN,LUNA,15090,Female,True,96,12,14.696850393700787,Small
POODLE STANDARD,RED,RANGER,15122,Male,True,131,57,63.14046822742475,Large
POMERANIAN,SABLE,COCO,15132,Female,True,82,3,4.028953229398664,Toy
DOBERMAN PINSCHER,RED/BROWN,BYSK,15241,Male,True,140,92,87.36585365853658,Large
GOLDENDOODLE,GREY,RUDY,15237,Male,False,34,79,71.67073954983923,Large
LABRADOODLE,BROWN,LUNA,15237,Female,False,86,66,72.0954954954955,Large
DOBERMAN PINSCHER,RED,COLT,15057,Male,True,90,82,87.36585365853658,Large
AM PIT BULL TERRIER,GREY,TODD,15214,Male,False,109,68,62.09428223844282,Large
AM PIT BULL TERRIER,GREY,IKE,15214,Male,False,56,65,62.09428223844282,Large
GOLDENDOODLE,WHITE,ALFIE,15146,Male,False,110,63,71.67073954983923,Large
AM PIT BULL TERRIER,GREY,MACY GREY,15146,Female,False,92,53,62.09428223844282,Large
GOLDEN RETRIEVER,GOLD,RUGER,15202,Male,False,51,65,64.81926121372031,Large
LABRADOR RETRIEVER,BLACK,GEMMA,15235,Female,False,104,71,71.38216365307999,Large
COLLIE,SABLE/WHITE,ELSA,15071,Female,False,86,68,66.7784090909091,Large
GER SHEPHERD,BLACK/BROWN/TAN,ZIGGY,15132,Male,True,60,78,81.36481303930968,Large
GER SHEPHERD,BLACK/BROWN,GATLIN HUNT,15212,Male,False,93,75,81.36481303930968,Large
GOLDEN RETRIEVER,GOLD,DOBY,15106,Male,True,56,72,64.81926121372031,Large
BOXER,FAWN,HANK,15241,Male,True,109,81,71.2519422863485,Large
SIB HUSKY,WHITE/BLACK,KAI,15120,Male,True,59,58,52.40229885057471,Large
YORKSHIRE TERRIER,BLACK,NOVA MAE,15146,Female,True,44,6,6.085308056872038,Small
AM PIT BULL TERRIER,BLUE,BRUTUS,15205,Male,True,66,58,62.09428223844282,Large
BICHON FRISE,MULTI,CHARLIE,15214,Male,True,165,13,13.739583333333334,Small
PARSON RUSSELL TERR,WHITE/BLACK/BROWN,VADER,15136,Male,True,31,14,14.603174603174603,Small
AUS SHEPHERD,WHITE/BROWN,MAX,15116,Male,True,87,72,57.110864745011085,Large
LABRADOR RETRIEVER,YELLOW,CUPCAKE,15025,Female,True,46,72,71.38216365307999,Large
DACHSHUND,BLACK/BROWN,OPAL,15223,Female,True,112,18,22.387126019945605,Medium
DACHSHUND,BROWN,HENRY,15223,Male,True,38,22,22.387126019945605,Medium
LABRADOR RETRIEVER,BROWN,LYLA FASCETTI,15220,Female,True,45,70,71.38216365307999,Large
LABRADOR RETRIEVER,RED,LILY FASCETTI,15220,Female,True,76,64,71.38216365307999,Large
WELSH CORGI PEMBROK,RED,KORIANDR,15122,Female,True,124,30,33.037151702786375,Medium
LABRADOR RETRIEVER,YELLOW,CLIFFORD,15116,Male,True,107,78,71.38216365307999,Large
GER SHEPHERD,BLACK/TAN,LILLY,15131,Female,True,75,76,81.36481303930968,Large
GER SHEPHERD,BLACK/BROWN,BEAR,15024,Male,True,142,89,81.36481303930968,Large
GOLDEN RETRIEVER,GOLD,ELLIE MAE,15071,Female,True,60,59,64.81926121372031,Large
GREAT PYRENEES,BLACK/TAN,WINTER,15236,Female,True,78,116,103.94090909090909,Giant
GOLDEN RETRIEVER,BLONDE,LIVVY,15037,Female,True,65,66,64.81926121372031,Large
GOLDEN RETRIEVER,GOLD,ELI,15037,Male,True,109,70,64.81926121372031,Large
POMERANIAN,FAWN,STELLA,15131,Female,True,147,3,4.028953229398664,Toy
SHIH TZU,WHITE/TAN,ZOEY,15132,Female,True,160,13,12.004834810636583,Small
POODLE TOY,APRICOT,SANDY,15132,Female,True,73,3,3.995475113122172,Toy
BORD COLLIE,BLACK,FINN,15235,Male,True,59,48,47.652482269503544,Large
CAV KING CHAR SPANI,TAN,RUBY,15209,Female,True,172,16,14.696850393700787,Small
DOBERMAN PINSCHER,BLACK/TAN,ROCKY,15147,Male,True,28,89,87.36585365853658,Large
GER SHEPHERD,BLACK/BROWN,TILLY,15227,Female,True,100,81,81.36481303930968,Large
COCKAPOO,BUFF,WAFFLES MARIE HENSLE,15044,Female,True,93,35,35.861111111111114,Medium
ENG BULLDOG,TRI-COLOR,THEODEN,15243,Male,True,137,49,42.68345323741007,Medium
CHIHUAHUA,WHITE/BLACK,BREEZY POOKY,15122,Female,True,141,4,4.020435069215557,Toy
AUS SHEPHERD,WHITE/BLACK,SHADOW,15132,Female,True,82,63,57.110864745011085,Large
AM PIT BULL TERRIER,BROWN,GIZZY,15136,Male,True,46,66,62.09428223844282,Large
HAVANESE,WHITE/BLACK,MANDY,15132,Female,True,187,9,10.14186046511628,Small
GOLDENDOODLE,RED,SAMI,15236,Female,True,71,63,71.67073954983923,Large
AM PIT BULL TERRIER,WHITE/BROWN,CHANEL,15136,Male,True,20,72,62.09428223844282,Large
COCKER SPANIEL,SPOTTED,MILO,15133,Male,True,27,26,26.53018372703412,Medium
GOLDEN RETRIEVER,BROWN,FENNY,15065,Male,True,99,66,64.81926121372031,Large
GOLDEN RETRIEVER,GOLD,SPUD,15205,Male,True,40,72,64.81926121372031,Large
YORKSHIRE TERRIER,BLACK,LEVI,15237,Male,True,42,7,6.085308056872038,Small
YORKSHIRE TERRIER,BLACK,BELLA,15237,Female,True,177,5,6.085308056872038,Small
ROTTWEILER,BLACK,HEIDI,15143,Female,True,108,114,115.73399014778325,Giant
SCHNAUZER MIN,SALT/PEPPER,REMI,15101,Female,True,120,10,12.735135135135135,Small
COCKER SPANIEL,WHITE/TAN,PHOENIX,15084,Female,True,74,27,26.53018372703412,Medium
SIB HUSKY,BROWN,OLIVER,15146,Male,True,32,52,52.40229885057471,Large
CHIHUAHUA,SPOTTED,BUDDY,15108,Female,True,186,4,4.020435069215557,Toy
AM PIT BULL TERRIER,WHITE/BLACK,SEVYN,15132,Female,True,21,52,62.09428223844282,Large
JACK RUSSEL TERRIER,SPOTTED,SHELBY,15102,Female,True,97,12,10.99581589958159,Small
BORD COLLIE,WHITE/BLACK,TOBY,15235,Male,True,24,51,47.652482269503544,Large
MIN PINSCHER,BLACK/BROWN,SCOUT,15147,Male,True,151,8,7.959641255605381,Small
GOLDEN RETRIEVER,BROWN,KOLBY,15131,Male,True,91,72,64.81926121372031,Large
COCKER SPANIEL,WHITE,REMI KNIGHT,15239,Female,True,101,26,26.53018372703412,Medium
SIB HUSKY,WHITE/BLACK/BROWN,JAKE,15084,Male,True,69,47,52.40229885057471,Large
LABRADOR RETRIEVER,WHITE,MAYLEE,15239,Female,True,120,58,71.38216365307999,Large
CHIHUAHUA,WHITE,CHICA,15126,Female,True,155,3,4.020435069215557,Toy
FRENCH BULLDOG,BRINDLE,CRUZ ANTHONY,15227,Male,True,108,23,20.437100213219615,Medium
SHIH TZU,WHITE,CHARLIE,15143,Male,True,40,14,12.004834810636583,Small
GER SHEPHERD,BLACK/TAN,ROCKY,15101,Male,True,89,76,81.36481303930968,Large
LABRADOR RETRIEVER,YELLOW,LEO,15202,Male,True,83,71,71.38216365307999,Large
YORKSHIRE TERRIER,BLACK/TAN,JUNIOR,15235,Male,True,32,7,6.085308056872038,Small
GOLDEN RETRIEVER,GOLD,CHLOE,15122,Female,True,54,68,64.81926121372031,Large
GOLDEN RETRIEVER,RED/BLONDE,CALLIE,15122,Female,True,93,53,64.81926121372031,Large
DACHSHUND,BLACK/BROWN,JOEY,15209,Male,True,145,26,22.387126019945605,Medium
GOLDEN RETRIEVER,RED,PHINEAS,15135,Male,True,35,66,64.81926121372031,Large
DOBERMAN PINSCHER,RED,ECHO,15221,Male,True,82,84,87.36585365853658,Large
LABRADOR RETRIEVER,BROWN,LILY,15228,Female,True,70,80,71.38216365307999,Large
SHIH TZU,BLACK WITH WHITE,CHLOE,15045,Female,True,29,13,12.004834810636583,Small
CAV KING CHAR SPANI,BLACK/TAN,PEACHES,15057,Female,True,81,14,14.696850393700787,Small
GOLDEN RETRIEVER,GOLD,POPPY,15228,Female,True,101,63,64.81926121372031,Large
POODLE STANDARD,WHITE/BLACK,HOUSTON,15238,Male,True,97,69,63.14046822742475,Large
AUS SHEPHERD,BLACK/MERLE,ECHO,15044,Female,True,88,57,57.110864745011085,Large
AM PIT BULL TERRIER,WHITE/BLACK/GREY,REMI,15045,Female,True,92,60,62.09428223844282,Large
DACHSHUND,BROWN/TAN,WOODSTOCK,15239,Male,True,140,24,22.387126019945605,Medium
AM STAFF TERRIER,WHITE/TAN,HOUSTON,15146,Male,True,50,63,61.66483516483517,Large
CHIHUAHUA,WHITE/BROWN,PENNY PICKLES,15101,Female,True,84,3,4.020435069215557,Toy
CHIHUAHUA,BLACK/TAN,CHARLIE,15101,Male,True,97,4,4.020435069215557,Toy
GER SHORTHAIR POINT,BLACK/BROWN,LORETTA,15037,Female,True,89,53,62.642140468227424,Large
GREAT DANE,BLUE,QUINN,15133,Female,True,38,175,152.86305732484075,Giant
AUS SHEPHERD,MERLE,OZZIE,15133,Male,True,35,66,57.110864745011085,Large
AUS SHEPHERD,TRI-COLOR,PIPER,15133,Female,True,132,50,57.110864745011085,Large
YORKSHIRE TERRIER,BLUE/TAN,MILO,15133,Male,True,41,6,6.085308056872038,Small
CHIHUAHUA,MERLE,MEEKO,15133,Male,True,185,4,4.020435069215557,Toy
LABRADOODLE,WHITE,SNOOPY,15102,Male,True,77,64,72.0954954954955,Large
AM PIT BULL TERRIER,BLACK/TAN,COCO,15221,Female,True,32,56,62.09428223844282,Large
ROTTWEILER,BLACK/BROWN,HANK,15223,Male,True,38,126,115.73399014778325,Giant
COCKER SPANIEL,BROWN/TAN,CINDERELLA,15025,Female,True,137,28,26.53018372703412,Medium
CHIHUAHUA,BLACK/TAN,MILO,15147,Male,True,105,5,4.020435069215557,Toy
GREAT DANE,BLACK/MERLE,BRUNO,15147,Male,True,30,143,152.86305732484075,Giant
DACHSHUND,BROWN,BINGO,15071,Male,True,30,23,22.387126019945605,Medium
CHIHUAHUA,WHITE/TAN,ANGEL,15025,Female,True,101,4,4.020435069215557,Toy
CHIHUAHUA,BROWN,NALA,15025,Female,True,160,3,4.020435069215557,Toy
POODLE STANDARD,WHITE,TWINKIE,15142,Female,True,42,61,63.14046822742475,Large
COLLIE,TRI-COLOR,ABBY,15136,Female,True,108,66,66.7784090909091,Large
LABRADOR RETRIEVER,BLACK,BUTTERCUP,15234,Female,True,128,63,71.38216365307999,Large
GOLDEN RETRIEVER,GOLD,SATNLEY,15044,Male,True,109,65,64.81926121372031,Large
ROTTWEILER,BLACK/BROWN,LUNA,15051,Female,True,95,112,115.73399014778325,Giant
AM BULLDOG,GREY,CALI,15239,Female,True,133,43,46.11363636363637,Large
GER SHEPHERD,BROWN,DARCY,15237,Female,True,35,92,81.36481303930968,Large
AUS SHEPHERD,BROWN,BANDIT,15241,Male,True,34,69,57.110864745011085,Large
GREAT PYRENEES,WHITE,ZABIGLIONE,15101,Female,True,21,106,103.94090909090909,Giant
GER SHEPHERD,BLACK/TAN,BAILEY,15071,Female,True,42,82,81.36481303930968,Large
LABRADOR RETRIEVER,BLONDE,HARLEY,15071,Female,True,133,73,71.38216365307999,Large
GREAT DANE,WHITE/BLACK/BROWN,LAINEY,15136,Female,True,100,137,152.86305732484075,Giant
GREAT DANE,SILVER,T,15136,Male,True,60,174,152.86305732484075,Giant
GOLDEN RETRIEVER,BLONDE,RUFFLES,15243,Male,True,97,66,64.81926121372031,Large
GOLDEN RETRIEVER,YELLOW,NELLY,15120,Female,True,36,73,64.81926121372031,Large
LABRADOR RETRIEVER,BROWN,JAMESON,15037,Male,True,45,68,71.38216365307999,Large
DOBERMAN PINSCHER,BLACK/BROWN,MAX,15147,Male,True,39,100,87.36585365853658,Large
AM STAFF TERRIER,BROWN,VIOLET,15001,Female,True,121,61,61.66483516483517,Large
SIB HUSKY,WHITE/BLACK,IRIS,15136,Female,True,67,56,52.40229885057471,Large
AM STAFF TERRIER,BLACK,KANAAN,15025,Male,True,32,69,61.66483516483517,Large
CHIHUAHUA,TAN,KRISSY,15084,Female,True,122,4,4.020435069215557,Toy
GOLDEN RETRIEVER,CREAM,OLIVER,15046,Male,True,106,63,64.81926121372031,Large
AM PIT BULL TERRIER,BROWN,DAISY,15110,Female,True,109,50,62.09428223844282,Large
W HGHLND WH TERRIER,WHITE,JACK BAUER,15090,Male,True,168,15,16.637735849056604,Small
GOLDENDOODLE,RED,MAPLE,15239,Female,True,75,58,71.67073954983923,Large
YORKSHIRE TERRIER,BLACK/BROWN,XANDER,15108,Male,True,48,7,6.085308056872038,Small
YORKSHIRE TERRIER,BLACK/BROWN,COOPER,15108,Male,True,159,7,6.085308056872038,Small
LABRADOR RETRIEVER,BLACK,YETI,15135,Male,True,49,71,71.38216365307999,Large
GER SHEPHERD,BLACK/TAN,BEAR,15131,Male,True,128,79,81.36481303930968,Large
CHIHUAHUA,TAN,PRADA,15147,Female,True,92,3,4.020435069215557,Toy
AM PIT BULL TERRIER,WHITE/TAN,RHEA,15037,Female,True,64,55,62.09428223844282,Large
POMERANIAN,FAWN,GIZMO,15037,Male,True,96,5,4.028953229398664,Toy
YORKSHIRE TERRIER,BLUE/GOLD,LINA DANGELO,15236,Female,True,131,5,6.085308056872038,Small
GOLDENDOODLE,OTHER,KOBE,15146,Male,True,31,64,71.67073954983923,Large
GOLDENDOODLE,APRICOT,SCOUT,15071,Male,True,119,72,71.67073954983923,Large
MALTESE,WHITE,MIA,15145,Female,True,96,4,3.9972677595628414,Toy
GOLDEN RETRIEVER,GOLD,LUCY,15065,Female,True,78,58,64.81926121372031,Large
W HGHLND WH TERRIER,WHITE,ROMEO,15137,Male,True,115,17,16.637735849056604,Small
AM PIT BULL TERRIER,BLUE,SCARLETT BLUE,15137,Female,True,68,64,62.09428223844282,Large
AUS CATTLE DOG,BLACK/BLUE,DOLLY,15234,Female,True,35,40,42.33974358974359,Medium
AM PIT BULL TERRIER,RED,CAM,15116,Male,True,120,66,62.09428223844282,Large
W HGHLND WH TERRIER,WHITE,MILO,15090,Male,True,29,21,16.637735849056604,Small
BEAGLE,YELLOW,LEMI,15044,Female,True,140,22,20.472150814053126,Medium
CHIHUAHUA,BROWN,SHIRLEY,15122,Female,True,191,4,4.020435069215557,Toy
BOXER,FAWN,OSCAR,15205,Male,True,116,76,71.2519422863485,Large
GOLDENDOODLE,BLACK,RUBY,15227,Female,True,113,65,71.67073954983923,Large
GOLDEN RETRIEVER,RED,LUCY,15227,Female,True,68,67,64.81926121372031,Large
GOLDENDOODLE,BLACK,SAMI,15227,Female,True,110,63,71.67073954983923,Large
COCKER SPANIEL,BLACK,NASH,15065,Male,True,35,23,26.53018372703412,Medium
SHIH TZU,WHITE/BROWN,STUART,15025,Male,True,112,12,12.004834810636583,Small
POODLE STANDARD,WHITE/BLACK,MOE,15116,Male,True,86,59,63.14046822742475,Large
GOLDEN RETRIEVER,BLACK/BROWN,GINGER,15146,Female,True,27,56,64.81926121372031,Large
LABRADOODLE,BROWN,WISTON,15241,Male,True,123,79,72.0954954954955,Large
GER SHORTHAIR POINT,BLACK,SAVAGE,15148,Female,True,118,52,62.642140468227424,Large
DACHSHUND,BROWN,BODI,15227,Male,True,112,21,22.387126019945605,Medium
DACHSHUND,OTHER,COOPER,15129,Male,True,64,26,22.387126019945605,Medium
LABRADOR RETRIEVER,WHITE/YELLOW,DUKE,15241,Male,True,27,87,71.38216365307999,Large
GER SHEPHERD,BLACK/BROWN,SAM,15063,Male,True,112,84,81.36481303930968,Large
BEAGLE,WHITE/BLACK/BROWN,LILY,15129,Female,True,93,19,20.472150814053126,Medium
LABRADOR RETRIEVER,BROWN,WILLOW,15129,Female,True,29,85,71.38216365307999,Large
GOLDEN RETRIEVER,WHITE,HALLIE,15227,Female,True,86,65,64.81926121372031,Large
GOLDEN RETRIEVER,BLONDE,MIRA CHARLIZE,15235,Female,True,91,57,64.81926121372031,Large
LABRADOR RETRIEVER,BROWN,MAGGIE,15236,Female,True,70,88,71.38216365307999,Large
LABRADOR RETRIEVER,WHITE/BEIGE,NUBE,15239,Female,True,80,71,71.38216365307999,Large
LABRADOR RETRIEVER,BLACK,HAWK,15234,Male,True,50,70,71.38216365307999,Large
BEAGLE,WHITE/BLACK/BROWN,ZOEY,15221,Female,True,40,19,20.472150814053126,Medium
AM PIT BULL TERRIER,BROWN/TAN,TAZ,15120,Male,True,23,66,62.09428223844282,Large
GOLDENDOODLE,BROWN,CINNAMON,15044,Female,True,61,65,71.67073954983923,Large
CAV KING CHAR SPANI,WHITE/BROWN,XENA,15229,Female,True,23,13,14.696850393700787,Small
GREAT DANE,BLACK,POGO,15223,Male,True,81,151,152.86305732484075,Giant
AM PIT BULL TERRIER,WHITE/BLACK,GUCCI,15235,Female,True,66,57,62.09428223844282,Large
AM PIT BULL TERRIER,WHITE/BLACK,BELLA,15235,Female,True,117,55,62.09428223844282,Large
BORD COLLIE,BLACK,ARCHIE,15235,Male,True,81,52,47.652482269503544,Large
MALTESE,WHITE,BUDDY,15025,Male,True,140,4,3.9972677595628414,Toy
LABRADOR RETRIEVER,YELLOW,DUKE,15216,Male,True,117,71,71.38216365307999,Large
YORKSHIRE TERRIER,WHITE/BLACK/BROWN,MILO,15065,Male,True,102,6,6.085308056872038,Small
MORKIE,BLACK,PANDORA,15065,Female,True,32,4,5.054421768707483,Toy
BEAGLE,WHITE/BLACK/BROWN,BAILEY,15235,Female,True,78,24,20.472150814053126,Medium
BEAGLE,WHITE/BLACK/BROWN,OLIVER,15235,Male,True,19,18,20.472150814053126,Medium
LABRADOR RETRIEVER,YELLOW,ZARGA,15144,Male,True,32,85,71.38216365307999,Large
GOLDENDOODLE,GREY,CHARLEY,15228,Male,True,21,78,71.67073954983923,Large
GOLDENDOODLE,APRICOT,LUCY,15228,Female,True,65,61,71.67073954983923,Large
CANE CORSO,BLUE,APOLLO,15026,Male,True,51,126,119.63068181818181,Giant
FRENCH BULLDOG,GREY,ATHENA,15228,Female,True,53,22,20.437100213219615,Medium
AM PIT BULL TERRIER,WHITE/BROWN,MATER,15084,Male,True,117,60,62.09428223844282,Large
ROTTWEILER,BLACK/TAN,CHASE,15137,Female,True,96,109,115.73399014778325,Giant
AM PIT BULL TERRIER,TAN,PEANUT,15132,Female,True,138,55,62.09428223844282,Large
AM PIT BULL TERRIER,BRINDLE,BUTTERCUP,15132,Female,True,108,56,62.09428223844282,Large
YORKSHIRE TERRIER,BLACK/TAN,ROCKY,15126,Male,True,183,6,6.085308056872038,Small
GER SHEPHERD,SABLE,LOKI,15216,Male,True,55,85,81.36481303930968,Large
GOLDENDOODLE,WHITE,PIPER,15139,Female,True,107,75,71.67073954983923,Large
MALTESE,WHITE,TEDDY GRAHAM,15239,Male,True,72,4,3.9972677595628414,Toy
MALTESE,WHITE,CASH LINO,15090,Male,True,144,5,3.9972677595628414,Toy
AM PIT BULL TERRIER,BRINDLE,ROSIE BIALOWAS,15108,Female,True,142,63,62.09428223844282,Large
POODLE TOY,BLACK,ROCO,15116,Male,True,29,4,3.995475113122172,Toy
BEAGLE,WHITE/BLACK/BROWN,OPIE,15057,Male,True,71,18,20.472150814053126,Medium
GER SHORTHAIR POINT,BLACK,BEAN,15101,Male,True,116,68,62.642140468227424,Large
DACHSHUND,WHEATON,SMITH,15101,Male,True,69,20,22.387126019945605,Medium
PARSON RUSSELL TERR,WHITE/BROWN,DOLLY PARTON,15144,Female,True,78,17,14.603174603174603,Small
PARSON RUSSELL TERR,WHITE/BROWN,STELLA PARTON,15144,Female,True,78,13,14.603174603174603,Small
AUS SHEPHERD,BROWN,TIMBER,15143,Male,True,109,55,57.110864745011085,Large
DOBERMAN PINSCHER,RED,DRAX,15238,Male,True,138,95,87.36585365853658,Large
GOLDEN RETRIEVER,RED,ROWAN,15142,Female,True,65,52,64.81926121372031,Large
GOLDEN RETRIEVER,GOLD,CERYS,15142,Female,True,65,74,64.81926121372031,Large
AUS SHEPHERD,WHITE/BLACK/GREY,INDY,15227,Female,True,114,62,57.110864745011085,Large
GOLDEN RETRIEVER,GOLD,TEDDY,15243,Male,True,31,64,64.81926121372031,Large
LABRADOR RETRIEVER,YELLOW,ROXY,15101,Female,True,117,71,71.38216365307999,Large
GOLDEN RETRIEVER,GOLD,SONNY,15136,Male,True,53,56,64.81926121372031,Large
BOXER,WHITE/BROWN,GARTH,15147,Male,True,97,70,71.2519422863485,Large
COCKAPOO,BROWN,FINNEGAN,15237,Male,True,86,41,35.861111111111114,Medium
BOXER,BLACK WITH WHITE,CHARLIE,15225,Male,True,35,63,71.2519422863485,Large
GOLDEN RETRIEVER,GOLD,BRUCE,15144,Male,True,76,73,64.81926121372031,Large
GOLDENDOODLE,RED,ARTHUR,15139,Male,True,124,67,71.67073954983923,Large
COCKER SPANIEL,BUFF,CARLY,15056,Female,True,121,25,26.53018372703412,Medium
GER SHEPHERD,BLACK/BROWN,T-REX,15090,Male,True,35,87,81.36481303930968,Large
LABRADOR RETRIEVER,BLACK,WAYLON JENNINGS,15131,Male,True,140,67,71.38216365307999,Large
BOXER,BROWN,CJ,15225,Male,True,163,71,71.2519422863485,Large
SHIH TZU,WHITE/BLACK/BROWN,LUCKY,15108,Male,True,91,13,12.004834810636583,Small
LABRADOR RETRIEVER,SILVER,RANGER,15057,Male,True,41,70,71.38216365307999,Large
BERNESE MTN DOG,WHITE/BLACK/BROWN,ROMEO,15044,Male,True,81,104,100.91791044776119,Giant
GER SHEPHERD,BLACK/BROWN,RUGER,15137,Male,True,74,76,81.36481303930968,Large
DACHSHUND,BLACK/BROWN,BUDDY,15108,Female,True,56,19,22.387126019945605,Medium
CHIHUAHUA,TAN,HOLLIE,15137,Female,True,80,3,4.020435069215557,Toy
GOLDEN RETRIEVER,GOLD/RED,WRIGLEY,15215,Male,True,104,78,64.81926121372031,Large
BERNESE MTN DOG,WHITE/BLACK/BROWN,BOWIE,15235,Male,True,107,97,100.91791044776119,Giant
BOXER,TAN,DUKE,15044,Male,True,96,81,71.2519422863485,Large
GREAT DANE,BROWN,EZRA,15133,Female,True,87,132,152.86305732484075,Giant
GREAT DANE,WHITE/BLACK/GREY,STELLA,15239,Female,True,22,160,152.86305732484075,Giant
ROTTWEILER,BLACK/TAN,ATHENA,15132,Female,True,65,115,115.73399014778325,Giant
BOXER,FAWN,LOUIS,15214,Male,True,45,82,71.2519422863485,Large
GOLDENDOODLE,WHITE,ELLIE GROGAN,15142,Female,True,102,75,71.67073954983923,Large
SCHNAUZER MIN,BLACK,ATTICUS,15120,Male,True,114,11,12.735135135135135,Small
GER SHEPHERD,BLACK/BROWN,BELLA,15049,Female,True,70,66,81.36481303930968,Large
LABRADOR RETRIEVER,BLACK,DUKE,15228,Male,True,28,73,71.38216365307999,Large
GREAT DANE,BLACK,MALCOM,15131,Male,True,77,175,152.86305732484075,Giant
GREAT DANE,OTHER,BENNY,15131,Male,True,29,173,152.86305732484075,Giant
GOLDENDOODLE,BROWN/TAN,ARCHIE,15229,Male,True,49,76,71.67073954983923,Large
ENG BULLDOG,BRINDLE,DUDDLEY,15116,Male,True,68,39,42.68345323741007,Medium
POODLE STANDARD,WHITE,PUCHU,15120,Male,True,123,67,63.14046822742475,Large
LABRADOR RETRIEVER,BLACK,MILO,15228,Male,True,40,67,71.38216365307999,Large
LABRADOR RETRIEVER,WHITE,RUDY,15071,Male,True,108,68,71.38216365307999,Large
GOLDEN RETRIEVER,GOLD,RIO,15241,Male,True,55,71,64.81926121372031,Large
SHIH TZU,WHITE/TAN,GIZMO,15135,Male,True,105,12,12.004834810636583,Small
GOLDEN RETRIEVER,GOLD,DUDE,15239,Male,True,76,78,64.81926121372031,Large
LABRADOR RETRIEVER,BROWN,KODA,15229,Male,True,41,75,71.38216365307999,Large
CHIHUAHUA,BRINDLE,WILLIE,15147,Male,True,103,4,4.020435069215557,Toy
CHIHUAHUA,BLACK/BRINDLE,LUNA,15120,Female,True,26,4,4.020435069215557,Toy
GOLDEN RETRIEVER,GOLD/RED,FELIX,15106,Male,True,127,60,64.81926121372031,Large
DACHSHUND,BLUE,PETER,15106,Male,True,112,23,22.387126019945605,Medium
BICHON FRISE,BLACK,TEDDY,15228,Female,True,70,11,13.739583333333334,Small
JACK RUSSEL TERRIER,BROWN,BRITT,15239,Male,True,109,12,10.99581589958159,Small
WELSH CORGI PEMBROK,WHITE/FAWN,BALDERDASH,15229,Male,True,173,37,33.037151702786375,Medium
MORKIE,BLACK/BROWN,BETTY,15071,Female,True,119,4,5.054421768707483,Toy
GOLDEN RETRIEVER,TAN,GINGER,15135,Female,True,93,66,64.81926121372031,Large
BEAGLE,WHITE/BROWN,DEXTER,15235,Male,True,135,19,20.472150814053126,Medium
GOLDENDOODLE,BROWN,DOLLY,15122,Female,True,102,58,71.67073954983923,Large
AM STAFF TERRIER,BLACK/TAN,CHOMP,15227,Male,True,37,60,61.66483516483517,Large
LABRADOR RETRIEVER,BROWN,ROCKY,15126,Male,True,67,79,71.38216365307999,Large
GOLDEN RETRIEVER,GOLD,COOPER JOHNSON,15236,Male,True,35,63,64.81926121372031,Large
WELSH CORGI PEMBROK,BLACK/BROWN,ALFONSO DANTE,15146,Male,True,27,30,33.037151702786375,Medium
WELSH CORGI PEMBROK,BLONDE,TUPELO HONEY,15146,Female,True,115,33,33.037151702786375,Medium
